"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"225",596074,"Poyner, Bobby","225","100.0","0.233","0.233","0.267","0.465","0.334","0.369","0.254","10","43","87.3","23.8","2277","87.0","85.59","28","109","116","-1.4","5.52","112","152","119","150","282","321","292"
"224",621112,"Blackburn, Paul","224","100.0","0.380","0.280","0.400","0.660","0.445","0.421","0.354","19","50","86.4","1.3","2243","87.0","86.43","24","100","124","-0.6","5.85","111","148","124","150","300","328","298"
"224",600968,"Rosario, Randy","224","100.0","0.259","0.172","0.302","0.431","0.318","0.317","0.260","15","58","91.6","-0.4","2075","91.8","90.26","24","111","113","-1.5","5.33","113","150","115","149","298","324","297"
"219",622663,"Severino, Luis","219","100.0","0.146","0.024","0.250","0.171","0.217","0.258","0.171","6","41","85.8","16.2","2321","91.6","91.01","28","102","117","-0.6","5.91","112","151","125","151","291","313","285"
"218",658551,"Fernández, Junior","218","100.0","0.205","0.136","0.269","0.341","0.315","0.336","0.230","9","44","90.7","1.6","2073","90.8","90.96","43","99","119","0.2","6.27","111","148","113","146","300","323","293"
"212",596720,"Neverauskas, Dovydas","212","100.0","0.349","0.279","0.406","0.628","0.439","0.432","0.319","15","43","92.7","11.9","2422","92.4","92.69","28","101","111","0.3","6.26","109","149","122","148","309","326","302"
"212",608652,"Farrell, Luke","212","100.0","0.136","0.250","0.100","0.386","0.232","0.265","0.167","6","44","90.1","31.6","2506","86.7","85.94","20","88","124","-0.8","5.75","110","156","118","148","297","323","299"
"211",621249,"Underwood Jr., Duane","211","100.0","0.277","0.255","0.344","0.532","0.358","0.299","0.235","13","47","90.8","8.7","2097","91.2","91.09","27","102","109","-0.1","6.37","105","147","108","146","296","322","292"
"206",656803,"Norwood, James","206","100.0","0.250","0.167","0.333","0.417","0.351","0.336","0.225","9","36","90.0","15.7","2009","92.6","92.05","25","92","114","-0.5","6.00","110","150","122","145","302","323","291"
"206",518858,"Jones, Nate","206","100.0","0.256","0.154","0.296","0.410","0.341","0.299","0.227","10","39","91.8","10.9","2368","91.6","90.52","21","81","125","-1.1","5.59","109","151","113","147","295","317","290"
"205",643466,"Musgrave, Harrison","205","100.0","0.231","0.077","0.321","0.308","0.282","0.317","0.249","9","39","88.8","24.6","2429","86.5","86.02","19","91","114","-0.5","5.74","112","151","118","145","310","333","307"
"204",594795,"Dayton, Grant","204","100.0","0.255","0.255","0.276","0.511","0.343","0.286","0.197","12","47","88.9","22.1","2302","87.1","86.78","27","103","101","-0.3","6.07","110","151","114","149","307","325","298"
"203",592280,"Eades, Ryan","203","100.0","0.256","0.209","0.290","0.465","0.352","0.414","0.298","11","43","93.3","11.3","2066","87.3","86.63","21","98","105","-0.7","6.04","105","151","116","146","292","318","294"
"202",640462,"Puk, A.J.","202","100.0","0.238","0.095","0.321","0.333","0.289","0.226","0.175","10","42","85.8","13.5","2200","94.2","95.21","29","94","108","1.0","6.87","110","148","121","150","303","328","298"
"202",543935,"Wilson, Alex","202","100.0","0.313","0.250","0.375","0.563","0.402","0.358","0.275","15","48","88.8","7.7","2356","88.4","88.45","20","95","107","0.1","6.19","107","152","114","148","302","322","294"
"197",639373,"Bautista, Gerson","197","100.0","0.333","0.256","0.355","0.590","0.429","0.397","0.304","13","39","90.8","14.7","2334","93.4","92.84","21","89","108","-0.6","5.92","108","154","115","145","297","320","287"
"197",458924,"Venters, Jonny","197","100.0","0.324","0.270","0.409","0.595","0.451","0.414","0.258","12","37","95.7","6.3","2169","91.4","89.59","19","71","126","-1.8","5.13","108","146","111","148","300","321","296"
"196",670280,"Bednar, David","196","100.0","0.250","0.300","0.292","0.550","0.356","0.315","0.230","10","40","86.5","16.9","1963","88.6","88.44","30","92","104","-0.2","6.14","116","150","115","150","301","325","305"
"193",664918,"Keller, Kyle","193","100.0","0.139","0.250","0.091","0.389","0.316","0.379","0.202","5","36","91.6","27.6","2493","90.5","90.05","26","88","105","-0.5","6.04","103","148","113","146","304","326","293"
"193",594736,"Anderson, Cody","193","100.0","0.333","0.194","0.423","0.528","0.425","0.401","0.288","12","36","88.2","24.0","2373","89.0","87.89","23","89","104","-1.1","5.69","108","151","120","146","296","313","289"
"192",606959,"Davis, Rookie","192","100.0","0.300","0.325","0.321","0.625","0.420","0.359","0.255","12","40","90.2","7.4","1887","89.1","90.17","23","95","97","1.1","6.68","108","145","128","148","301","325","300"
"192",605301,"Jerez, Williams","192","100.0","0.308","0.256","0.357","0.564","0.420","0.432","0.306","12","39","90.9","9.1","1984","90.9","90.44","17","87","105","-0.5","5.87","108","151","116","148","304","329","302"
"191",544928,"Lyons, Tyler","191","100.0","0.271","0.333","0.333","0.604","0.380","0.335","0.248","13","48","90.6","21.8","2247","84.1","83.04","31","88","103","-1.1","5.67","109","149","118","146","300","315","290"
"189",621592,"Jiménez, Eduardo","189","100.0","0.273","0.159","0.314","0.432","0.334","0.347","0.273","12","44","91.8","14.4","2373","89.5","89.23","15","89","100","-0.3","5.94","111","148","120","149","299","331","291"
"187",641438,"Carle, Shane","187","100.0","0.297","0.378","0.286","0.676","0.457","0.474","0.326","11","37","90.3","5.7","2147","89.8","89.35","18","87","100","-0.5","5.97","108","149","112","150","292","319","294"
"187",572125,"Selman, Sam","187","100.0","0.171","0.200","0.174","0.371","0.309","0.327","0.205","6","35","85.6","21.9","2416","84.1","83.71","23","74","113","-0.4","6.16","111","150","112","150","294","326","300"
"185",622250,"Sborz, Josh","185","100.0","0.286","0.286","0.296","0.571","0.375","0.450","0.364","10","35","95.0","15.3","2253","91.4","90.54","20","94","91","-0.9","5.71","113","158","123","146","303","322","297"
"185",571539,"Carasiti, Matt","185","100.0","0.297","0.216","0.346","0.514","0.369","0.304","0.225","11","37","89.7","10.5","1859","91.5","90.64","25","78","107","-0.9","5.74","106","152","115","145","297","315","285"
"183",600887,"Del Pozo, Miguel","183","100.0","0.286","0.286","0.318","0.571","0.404","0.398","0.276","10","35","86.2","22.1","2301","89.5","88.13","21","84","99","-1.4","5.38","114","152","115","146","292","317","287"
"181",642233,"Yardley, Eric","181","100.0","0.261","0.087","0.289","0.348","0.293","0.273","0.226","12","46","87.2","-2.3","2280","81.6","80.81","20","88","93","-0.8","5.93","114","150","116","147","302","321","298"
"181",607555,"Guilbeau, Taylor","181","100.0","0.213","0.170","0.211","0.383","0.272","0.322","0.265","10","47","88.8","-0.2","1970","91.8","91.24","15","79","102","-0.6","6.12","108","158","117","148","298","317","291"
"176",660853,"De Los Santos, Enyel","176","100.0","0.317","0.293","0.321","0.610","0.414","0.406","0.311","13","41","86.2","12.2","2075","89.3","88.10","22","87","89","-1.2","5.64","110","152","117","150","299","321","290"
"171",666200,"Luzardo, Jesús","171","100.0","0.119","0.119","0.160","0.238","0.194","0.228","0.148","5","42","87.4","14.1","2303","90.1","88.73","26","69","102","-1.4","5.50","112","149","122","151","300","327","296"
"171",472551,"Abad, Fernando","171","100.0","0.196","0.130","0.200","0.326","0.246","0.248","0.201","9","46","88.0","3.1","2170","86.7","85.57","18","69","102","-1.1","5.44","109","149","114","149","291","325","302"
"171",543903,"Webster, Allen","171","100.0","0.304","0.196","0.343","0.500","0.363","0.362","0.271","14","46","89.5","1.0","2237","90.7","90.81","30","89","82","0.1","6.17","108","147","111","145","293","318","288"
"169",623354,"Zamora, Daniel","169","100.0","0.294","0.176","0.346","0.471","0.357","0.251","0.172","10","34","85.6","18.6","2554","81.1","72.24","17","70","99","-8.9","5.90","114","149","114","145","296","316","295"
"169",600986,"Vieira, Thyago","169","100.0","0.344","0.031","0.458","0.375","0.361","0.358","0.275","11","32","87.6","12.6","2296","94.0","94.50","23","78","91","0.5","6.52","110","147","115","147","302","324","296"
"166",669270,"Kuhnel, Joel","166","100.0","0.216","0.108","0.259","0.324","0.282","0.270","0.197","8","37","88.2","13.8","2232","92.4","93.26","25","86","80","0.9","6.64","111","152","118","144","291","309","287"
"164",668683,"Walker, Jeremy","164","100.0","0.265","0.088","0.321","0.353","0.306","0.295","0.250","9","34","91.4","8.5","2329","88.2","87.04","15","73","91","-1.2","5.57","109","150","112","145","308","323","298"
"164",582494,"Scott, Robby","164","100.0","0.276","0.207","0.368","0.483","0.386","0.339","0.213","8","29","87.5","20.1","2172","83.1","82.73","18","64","100","-0.4","6.13","106","151","116","149","299","320","297"
"163",672335,"Pérez, Cionel","163","100.0","0.289","0.289","0.286","0.579","0.371","0.348","0.290","11","38","94.2","12.7","2187","91.0","90.05","18","74","89","-0.9","5.71","108","148","119","148","289","323","299"
"163",665001,"Kelley, Trevor","163","100.0","0.290","0.323","0.259","0.613","0.370","0.430","0.272","9","31","91.0","26.3","2388","85.5","85.27","11","70","93","-0.2","6.35","109","153","123","148","290","322","288"
"161",595897,"Burdi, Nick","161","100.0","0.297","0.189","0.526","0.486","0.343","0.250","0.200","11","37","88.1","21.7","2489","91.9","90.80","30","85","76","-1.1","5.54","105","146","109","146","296","319","297"
"160",525768,"Collins, Tim","160","100.0","0.265","0.176","0.267","0.441","0.316","0.340","0.281","9","34","86.3","14.3","2340","87.4","86.44","12","68","92","-1.0","5.53","110","150","112","152","296","320","296"
"157",572070,"Richards, Garrett","157","100.0","0.294","0.382","0.381","0.676","0.433","0.386","0.260","10","34","88.6","6.3","2859","91.5","90.58","18","60","97","-0.9","5.72","112","151","118","149","302","326","307"
"155",621366,"Borucki, Ryan","155","100.0","0.441","0.353","0.500","0.794","0.535","0.463","0.360","15","34","93.8","12.0","2157","87.8","87.57","14","59","96","-0.2","6.21","103","151","115","148","313","326","306"
"154",670970,"Morejon, Adrian","154","100.0","0.385","0.231","0.483","0.615","0.435","0.392","0.325","15","39","90.5","11.5","2287","90.2","89.60","15","76","78","-0.6","5.76","116","153","115","150","302","325","301"
"153",642100,"Speier, Gabe","153","100.0","0.185","0.259","0.200","0.444","0.333","0.365","0.223","5","27","87.4","27.1","2404","89.9","88.82","17","69","84","-1.1","5.60","114","150","116","145","304","330","301"
"150",489295,"Schlitter, Brian","150","100.0","0.324","0.081","0.387","0.405","0.347","0.258","0.204","12","37","87.4","2.7","2080","92.1","89.59","13","72","78","-2.5","5.14","109","149","124","148","302","328","295"
"149",572021,"Pazos, James","149","100.0","0.200","0.114","0.250","0.314","0.252","0.275","0.216","7","35","89.6","0.5","2085","90.1","90.21","22","70","79","0.1","6.04","111","152","117","148","308","331","308"
"149",657766,"St. John, Locke","149","100.0","0.241","0.103","0.292","0.345","0.300","0.292","0.237","7","29","87.5","19.8","2148","85.1","84.67","13","68","81","-0.4","6.06","106","152","115","148","297","320","295"
"146",650556,"Abreu, Bryan","146","100.0","0.138","0.034","0.250","0.172","0.184","0.238","0.198","4","29","87.6","5.3","2599","89.1","88.40","29","62","84","-0.7","5.95","114","157","124","149","290","317","291"
"144",660813,"Graterol, Brusdar","144","100.0","0.278","0.111","0.346","0.389","0.295","0.267","0.236","10","36","85.7","4.6","2091","95.5","94.67","14","75","69","-0.8","5.70","109","152","113","146","298","325","297"
"143",457754,"Edwards, Jon","143","100.0","0.179","0.286","0.143","0.464","0.355","0.458","0.306","5","28","87.0","12.0","2511","89.3","88.88","19","61","82","-0.4","5.90","108","154","121","148","290","309","285"
"143",641871,"Middleton, Keynan","143","100.0","0.154","0.077","0.200","0.231","0.273","0.361","0.233","4","26","91.5","17.4","2292","89.6","89.83","15","66","77","0.2","6.43","111","152","118","145","299","316","290"
"142",623402,"Peterson, Tim","142","100.0","0.259","0.148","0.261","0.407","0.364","0.393","0.286","7","27","88.1","25.5","2006","86.9","86.47","14","59","83","-0.4","6.01","109","146","111","145","298","312","290"
"141",668665,"Nogosek, Stephen","141","100.0","0.387","0.258","0.417","0.645","0.431","0.358","0.304","12","31","89.5","12.6","2353","91.6","91.50","9","62","79","-0.1","6.11","114","151","112","147","301","323","298"
"139",621261,"Oswalt, Corey","139","100.0","0.321","0.250","0.364","0.571","0.416","0.376","0.278","9","28","86.5","13.7","1950","88.9","89.57","9","58","81","0.7","6.53","111","149","115","147","294","323","294"
"138",670426,"Diehl, Phillip","138","100.0","0.313","0.250","0.391","0.563","0.389","0.395","0.310","10","32","91.8","20.3","2588","85.6","83.68","25","66","72","-1.9","4.88","119","154","122","149","308","338","310"
"137",640451,"Harvey, Hunter","137","100.0","0.136","0.273","0.200","0.409","0.286","0.282","0.195","3","22","90.6","2.4","1996","94.7","92.32","17","67","70","-2.4","5.67","109","155","120","150","295","321","299"
"136",643290,"Dunn, Justin","136","100.0","0.105","0.000","0.125","0.105","0.265","0.319","0.150","2","19","88.0","26.4","2304","88.4","88.22","10","45","91","-0.2","6.11","103","150","113","147","304","322","296"
"136",502085,"Robertson, David","136","100.0","0.296","0.148","0.350","0.444","0.379","0.379","0.281","8","27","92.9","17.3","2621","88.4","88.45","15","52","84","0.1","6.39","110","149","115","148","296","319","287"
"135",572044,"Pounders, Brooks","135","100.0","0.300","0.200","0.333","0.500","0.364","0.358","0.294","9","30","89.7","9.4","2276","88.0","88.09","15","63","72","0.1","6.15","108","144","109","143","296","319","297"
"134",664092,"Poppen, Sean","134","100.0","0.323","0.258","0.429","0.581","0.414","0.357","0.270","10","31","90.5","5.4","2042","90.2","89.72","14","54","80","-0.5","5.97","110","149","116","145","294","326","291"
"134",642770,"Guerra, Javy","134","100.0","0.219","0.344","0.167","0.563","0.335","0.353","0.247","7","32","87.8","9.1","2324","95.5","94.84","11","64","70","-0.7","5.76","118","154","121","150","304","332","311"
"134",543359,"Jennings, Dan","134","100.0","0.333","0.125","0.500","0.458","0.407","0.358","0.246","8","24","88.2","5.3","2392","87.6","87.14","15","47","87","-0.5","5.93","107","146","109","146","298","312","297"
"132",453214,"Wright, Steven","132","100.0","0.407","0.370","0.400","0.778","0.503","0.300","0.191","11","27","92.3","13.8","1946","75.4","73.70","12","52","80","-1.7","5.96","111","150","127","148","278","322","298"
"130",642121,"Sulser, Cole","130","100.0","0.192","0.038","0.294","0.231","0.233","0.194","0.120","5","26","89.4","21.3","2302","90.6","90.84","16","62","68","0.2","6.42","114","159","115","151","301","323","298"
"129",650530,"Garcia, Bryan","129","100.0","0.321","0.179","0.400","0.500","0.386","0.307","0.224","9","28","88.9","13.7","2308","90.9","90.08","19","65","64","-0.8","5.77","109","146","115","147","296","329","291"
"123",624586,"Hoyt, James","123","100.0","0.200","0.267","0.222","0.467","0.294","0.335","0.256","6","30","92.5","11.8","2204","89.0","88.89","22","55","68","-0.1","5.99","111","154","118","151","290","317","292"
"121",642008,"Rhame, Jacob","121","100.0","0.150","0.250","0.143","0.400","0.365","0.389","0.196","3","20","87.2","19.2","2452","91.9","90.51","10","52","69","-1.4","5.52","114","151","113","148","291","322","305"
"118",502593,"Petricka, Jake","118","100.0","0.207","0.103","0.222","0.310","0.277","0.316","0.238","6","29","88.7","6.1","2060","90.9","92.35","8","44","74","1.5","7.03","110","149","115","157","304","319","300"
"117",519043,"Moore, Matt","117","100.0","0.094","0.000","0.130","0.094","0.100","0.231","0.203","3","32","85.6","2.5","2200","89.3","88.44","19","60","57","-0.9","5.83","107","151","117","148","296","328","305"
"115",448614,"Torres, Carlos","115","100.0","0.333","0.259","0.412","0.593","0.404","0.274","0.214","9","27","87.9","14.5","2289","88.3","87.80","15","51","64","-0.5","5.75","115","146","132","148","297","330","284"
"114",658791,"Huang, Wei-Chieh","114","100.0","0.308","0.154","0.333","0.462","0.391","0.403","0.297","8","26","88.5","19.7","2377","86.6","85.77","6","50","64","-0.8","5.79","103","150","114","149","302","326","304"
"114",572086,"Rodgers, Brady","114","100.0","0.318","0.591","0.214","0.909","0.511","0.492","0.339","7","22","89.6","12.6","2491","86.3","85.99","13","59","55","-0.3","6.02","112","149","124","149","287","305","295"
"112",572383,"Moran, Brian","112","100.0","0.250","0.250","0.385","0.500","0.349","0.307","0.199","6","24","83.6","14.8","2351","79.0","79.32","16","54","58","0.3","6.65","108","154","116","149","300","330","297"
"112",594056,"Guduan, Reymin","112","100.0","0.364","0.455","0.357","0.818","0.492","0.517","0.304","8","22","97.3","20.8","2289","90.7","89.53","16","45","67","-1.2","5.57","110","153","116","149","295","307","285"
"107",534910,"Hahn, Jesse","107","100.0","0.333","0.238","0.462","0.571","0.435","0.406","0.261","7","21","93.5","7.7","2428","91.8","91.32","14","46","61","-0.5","5.93","107","149","117","142","306","326","305"
"107",500724,"Ramírez, JC","107","100.0","0.250","0.281","0.259","0.531","0.338","0.355","0.291","8","32","90.1","3.1","2086","86.0","85.89","12","53","54","-0.1","6.01","112","148","117","148","287","318","293"
"104",642701,"Santana, Dennis","104","100.0","0.300","0.250","0.357","0.550","0.413","0.369","0.245","6","20","86.4","6.5","2588","87.9","87.31","14","46","58","-0.6","5.73","107","157","122","142","302","325","294"
"104",456387,"Feierabend, Ryan","104","100.0","0.393","0.286","0.409","0.679","0.451","0.351","0.311","11","28","87.6","13.5","1999","77.3","76.88","14","60","44","-0.4","6.16","103","150","118","145","309","326","298"
"104",643354,"Hart, Donnie","104","100.0","0.160","0.000","0.182","0.160","0.198","0.318","0.239","4","25","85.8","-5.4","2170","83.5","82.85","14","48","56","-0.7","6.12","110","153","116","151","300","315","296"
"104",650813,"Escobar, Luis","104","100.0","0.455","0.227","0.450","0.682","0.498","0.449","0.360","10","22","90.5","11.0","2134","90.9","91.23","10","48","56","0.3","6.38","112","146","124","147","307","327","299"
"104",502381,"Gregerson, Luke","104","100.0","0.423","0.077","0.458","0.500","0.406","0.301","0.282","11","26","90.3","6.2","2292","84.3","83.22","5","50","54","-1.1","5.38","110","149","112","147","296","321","299"
"104",623454,"Anderson, Drew","104","100.0","0.250","0.125","0.294","0.375","0.323","0.356","0.299","6","24","90.4","12.7","2401","86.9","85.98","17","49","55","-0.9","5.88","112","151","120","149","294","316","299"
"103",642226,"Wotherspoon, Matt","103","100.0","0.435","0.304","0.421","0.739","0.511","0.538","0.486","10","23","86.7","13.6","2085","87.9","87.41","11","48","55","-0.5","5.94","104","154","118","144","294","322","304"
"102",622766,"Diaz, Miguel","102","100.0","0.346","0.308","0.381","0.654","0.439","0.368","0.299","9","26","88.4","14.2","2156","91.2","90.08","8","43","59","-1.1","5.41","105","148","112","145","308","332","308"
"102",621294,"Heller, Ben","102","100.0","0.250","0.167","0.357","0.417","0.308","0.318","0.239","6","24","86.9","10.1","2325","88.2","87.30","14","40","62","-0.9","5.93","111","151","125","148","299","316","287"
"100",622795,"Méndez, Yohander","100","100.0","0.250","0.375","0.333","0.625","0.432","0.407","0.233","4","16","91.0","20.6","2044","88.9","88.54","13","31","69","-0.4","6.04","111","158","118","149","291","318","299"
"99",670329,"Garcia, Rico","99","100.0","0.360","0.480","0.300","0.840","0.518","0.484","0.349","9","25","94.0","17.8","2117","86.4","86.50","6","37","62","0.1","5.92","117","155","117","149","318","343","312"
"96",621289,"Schultz, Jaime","96","100.0","0.316","0.263","0.333","0.579","0.411","0.357","0.257","6","19","91.6","24.3","2476","90.9","89.63","11","47","49","-1.3","5.34","112","157","131","141","298","318","296"
"95",623474,"Herget, Jimmy","95","100.0","0.348","0.348","0.286","0.696","0.456","0.362","0.295","8","23","86.9","23.5","2417","89.3","64.94","7","42","53","-24.4","4.81","112","148","117","143","289","316","285"
"94",675916,"Karinchak, James","94","100.0","0.150","0.050","0.231","0.200","0.166","0.235","0.218","3","20","86.5","13.4","2461","91.5","90.50","17","49","45","-1.0","5.69","106","149","114","148","286","318","292"
"93",665120,"Walsh, Jared","93","100.0","0.176","0.000","0.250","0.176","0.294","0.313","0.181","3","17","86.0","-9.1","2089","87.3","86.79","8","35","58","-0.5","5.81","117","148","117","147","292","313","288"
"91",501992,"Karns, Nate","91","100.0","0.333","0.048","0.438","0.381","0.369","0.325","0.267","7","21","85.2","-7.9","2279","87.6","87.97","10","40","51","0.4","6.53","106","155","117","146","304","334","296"
"88",575070,"Franco, Enderson","88","100.0","0.211","0.211","0.214","0.421","0.279","0.211","0.152","4","19","82.0","25.6","1936","91.6","90.62","12","51","37","-1.0","5.68","114","153","126","150","291","321","300"
"88",643603,"White, Tyler","88","100.0","0.438","0.938","0.273","1.375","0.675","0.458","0.281","7","16","92.7","26.8","1733","74.6","73.28","3","27","61","-1.3","5.46","117","148","128","149","289","322","298"
"88",642003,"Reed, Cody","88","100.0","0.250","0.000","0.353","0.250","0.217","0.108","0.112","6","24","88.6","-9.8","2078","91.9","60.48","9","41","47","-31.4","6.16","115","153","119","146","289","316","282"
"86",518468,"Blazek, Michael","86","100.0","0.286","0.190","0.250","0.476","0.388","0.427","0.287","6","21","91.0","28.3","2335","92.9","92.62","4","32","54","-0.3","6.09","117","150","119","148","303","312","290"
"85",658648,"Avila, Pedro","85","100.0","0.200","0.000","0.267","0.200","0.243","0.245","0.185","4","20","79.1","13.0","2075","83.7","83.05","8","37","48","-0.7","5.77","106","148","107","149","302","326","305"
"82",656756,"Montgomery, Jordan","82","100.0","0.368","0.316","0.462","0.684","0.431","0.408","0.357","7","19","92.2","13.5","2151","86.7","85.89","11","38","44","-0.8","5.88","106","151","121","147","303","315","290"
"80",656814,"Ortiz, Luis","80","100.0","0.308","0.538","0.250","0.846","0.523","0.519","0.315","4","13","95.9","17.9","2263","89.9","88.80","5","32","48","-1.1","5.61","111","151","112","147","309","320","301"
"80",592254,"De León, José","80","100.0","0.188","0.000","0.333","0.188","0.271","0.281","0.170","3","16","85.9","8.9","1957","87.6","87.81","18","40","40","0.2","6.42","109","149","115","143","287","321","297"
"78",503285,"O'Day, Darren","78","100.0","0.158","0.158","0.231","0.316","0.241","0.322","0.261","3","19","85.5","27.1","2295","83.2","83.88","14","40","38","0.7","6.55","115","153","113","151","306","327","301"
"78",621058,"Moore, Andrew","78","100.0","0.316","0.421","0.267","0.737","0.437","0.342","0.267","6","19","95.4","26.1","2086","85.6","85.65","4","32","46","0.1","6.18","110","152","110","150","284","322","287"
"77",622774,"Fernández, José Manuel","77","100.0","0.375","0.313","0.357","0.688","0.476","0.414","0.273","6","16","90.0","27.8","2107","89.1","87.63","5","32","45","-1.5","5.47","110","148","112","148","292","332","298"
"77",605521,"Warren, Art","77","100.0","0.105","0.000","0.143","0.105","0.149","0.305","0.270","2","19","89.9","17.0","2417","89.6","89.43","10","37","40","-0.2","6.15","107","154","116","147","306","324","295"
"73",543343,"Hultzen, Danny","73","100.0","0.267","0.000","0.400","0.267","0.310","0.352","0.294","4","15","85.9","2.1","2219","88.1","88.20","10","34","39","0.1","6.32","111","150","110","147","294","318","294"
"72",488984,"Hunter, Tommy","72","100.0","0.111","0.000","0.154","0.111","0.097","0.198","0.205","2","18","81.6","18.2","2644","91.5","91.33","9","32","40","-0.2","6.11","110","152","119","150","300","324","290"
"71",621052,"Reyes, Alex","71","100.0","0.200","0.300","0.111","0.500","0.409","0.462","0.284","2","10","90.2","21.3","2259","92.2","91.62","4","25","46","-0.6","6.02","106","143","110","144","302","325","296"
"70",571974,"Murphy, John Ryan","70","100.0","0.526","0.632","0.438","1.158","0.683","0.582","0.432","10","19","88.5","30.4","1557","61.5","57.19","3","33","37","-4.3","3.88","119","154","132","154","299","326","302"
"70",545332,"Barrett, Jake","70","100.0","0.353","0.471","0.364","0.824","0.496","0.403","0.268","6","17","90.4","31.7","2060","89.0","88.23","8","28","42","-0.8","5.85","109","156","117","149","301","324","294"
"70",571948,"Milner, Hoby","70","100.0","0.267","0.200","0.333","0.467","0.349","0.295","0.249","4","15","82.8","20.8","1957","83.9","83.83","4","28","42","-0.1","6.39","108","160","112","150","284","315","289"
"69",502304,"Carpenter, David","69","100.0","0.267","0.133","0.308","0.400","0.365","0.499","0.431","4","15","98.2","3.2","2138","89.7","89.71","5","32","37","0.0","6.18","109","148","115","148","296","325","304"
"68",502578,"Barrett, Aaron","68","100.0","0.417","0.250","0.400","0.667","0.511","0.348","0.238","5","12","87.0","29.7","2063","89.0","87.91","3","21","47","-1.1","5.46","103","142","113","144","292","310","291"
"68",543219,"Gilmartin, Sean","68","100.0","0.500","0.500","0.455","1.000","0.622","0.441","0.296","7","14","85.4","23.4","1915","82.3","81.43","7","26","42","-0.9","5.66","102","149","113","147","301","322","307"
"68",644364,"Arano, Víctor","68","100.0","0.154","0.231","0.167","0.385","0.262","0.304","0.218","2","13","92.9","15.7","2451","88.1","87.57","19","37","31","-0.5","5.80","110","152","117","150","304","322","291"
"68",527055,"Vizcaíno, Arodys","68","100.0","0.214","0.357","0.286","0.571","0.379","0.414","0.263","3","14","88.2","21.5","2521","89.9","87.98","9","32","36","-1.9","5.28","115","156","117","151","299","324","298"
"66",517593,"Salazar, Danny","66","100.0","0.286","0.500","0.200","0.786","0.473","0.518","0.351","4","14","87.5","13.1","1742","81.3","80.49","3","24","42","-0.8","5.61","109","150","121","150","281","310","289"
"66",606303,"Payamps, Joel","66","100.0","0.308","0.000","0.400","0.308","0.347","0.496","0.372","4","13","89.5","19.4","2431","87.9","87.33","5","22","44","-0.6","5.85","109","152","124","152","301","323","298"
"66",660623,"Ynoa, Huascar","66","100.0","0.400","0.333","0.455","0.733","0.479","0.392","0.310","6","15","91.1","6.8","2375","93.4","92.86","7","29","37","-0.5","5.87","112","147","110","150","307","322","294"
"64",596451,"Quinn, Roman","64","100.0","0.438","0.063","0.467","0.500","0.434","0.472","0.462","7","16","93.8","13.7","2026","79.0","76.84","1","23","41","-2.2","4.76","117","152","120","151","295","322","291"
"63",519381,"Venditte, Pat","63","100.0","0.286","0.214","0.273","0.500","0.426","0.374","0.207","4","14","85.4","24.7","2667","79.3","79.13","5","28","35","-0.2","6.12","110","150","118","144","295","316","289"
"63",622492,"Mella, Keury","63","100.0","0.313","0.125","0.417","0.438","0.337","0.191","0.165","5","16","91.1","18.4","2057","93.3","45.89","11","32","31","-47.4","6.28","115","150","120","146","281","306","287"
"63",623439,"Garton, Ryan","63","100.0","0.308","0.538","0.200","0.846","0.475","0.545","0.353","4","13","91.8","19.3","2276","88.2","88.25","6","29","34","0.1","6.21","116","158","130","148","289","319","295"
"62",592859,"Wilkerson, Stevie","62","100.0","0.273","0.318","0.211","0.591","0.350","0.160","0.142","6","22","88.7","17.4","1525","57.8","40.25","6","34","28","-17.5","4.26","116","159","130","148","307","333","302"
"62",460086,"Gordon, Alex","62","100.0","0.571","0.214","0.500","0.786","0.553","0.422","0.324","8","14","87.0","17.7","1943","77.5","76.23","2","28","34","-1.3","5.33","111","148","129","147","319","337","322"
"61",477569,"Salas, Fernando","61","100.0","0.533","0.267","0.636","0.800","0.558","0.332","0.315","8","15","94.4","12.8","1985","86.9","86.57","6","32","29","-0.3","6.09","110","151","117","150","301","323","291"
"60",670712,"Brosseau, Mike","60","100.0","0.294","0.294","0.250","0.588","0.380","0.307","0.276","5","17","85.5","10.2","1745","70.3","68.67","0","23","37","-1.6","5.02","117","165","129","151","296","332","299"
"59",607455,"Banda, Anthony","59","100.0","0.333","0.222","0.375","0.556","0.367","0.374","0.313","6","18","91.3","21.2","1934","89.1","88.41","2","32","27","-0.7","5.85","111","167","119","149","303","322","305"
"53",621350,"Frare, Caleb","53","100.0","0.200","0.300","0.167","0.500","0.398","0.463","0.236","2","10","91.0","14.0","2300","89.5","90.12","6","17","36","0.6","6.53","103","138","108","137","280","307","290"
"53",571901,"Loup, Aaron","53","100.0","0.182","0.091","0.286","0.273","0.250","0.215","0.148","2","11","83.9","-2.1","2351","86.0","84.70","8","25","28","-1.3","5.64","111","152","111","148","292","316","300"
