"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"673",503449,"Peralta, Wily","673","100.0","0.296","0.191","0.309","0.487","0.364","0.369","0.272","45","152","90.3","12.1","1939","89.1","87.98","66","299","374","-1.1","5.62","110","147","120","139","301","325","305"
"673",656954,"Sheffield, Justus","673","100.0","0.303","0.186","0.379","0.490","0.375","0.328","0.246","44","145","90.2","7.4","1982","88.9","87.65","92","307","366","-1.3","5.35","105","154","117","147","302","314","287"
"665",605488,"Springs, Jeffrey","665","100.0","0.295","0.194","0.358","0.488","0.375","0.353","0.275","38","129","88.0","20.9","1975","87.5","87.59","92","305","360","0.1","6.28","108","153","117","148","296","320","298"
"661",606930,"Barnes, Jacob","661","100.0","0.265","0.213","0.293","0.478","0.352","0.349","0.264","36","136","89.2","7.3","2408","90.8","91.25","64","274","387","0.4","6.52","112","154","122","150","301","323","299"
"657",593974,"Peralta, Wandy","657","100.0","0.265","0.258","0.261","0.523","0.349","0.346","0.266","40","151","86.1","6.5","2213","90.3","89.11","103","318","339","-1.2","5.47","114","151","116","146","289","314","290"
"653",424144,"Pérez, Oliver","653","100.0","0.242","0.185","0.314","0.427","0.306","0.269","0.215","38","157","86.9","10.7","2223","85.2","84.29","91","325","328","-0.9","5.70","107","150","113","148","285","311","290"
"651",664129,"Hartlieb, Geoff","651","100.0","0.351","0.257","0.415","0.608","0.418","0.369","0.299","52","148","90.4","8.8","2422","93.0","93.47","76","327","324","0.5","6.38","109","148","124","145","305","325","298"
"647",459429,"McGee, Jake","647","100.0","0.288","0.276","0.300","0.564","0.368","0.333","0.254","47","163","89.5","15.5","2179","90.9","90.10","61","313","334","-0.8","5.62","113","151","118","147","312","335","308"
"647",650671,"Quijada, José","647","100.0","0.239","0.336","0.288","0.575","0.398","0.377","0.243","27","113","89.6","16.3","2291","90.5","90.72","99","291","356","0.2","6.39","106","153","118","147","301","325","295"
"646",542585,"Cisnero, José","646","100.0","0.257","0.191","0.323","0.449","0.336","0.298","0.219","35","136","87.1","17.4","2376","92.9","92.11","87","325","321","-0.8","5.70","108","146","116","146","296","328","294"
"641",475479,"Phelps, David","641","100.0","0.242","0.180","0.295","0.422","0.320","0.317","0.236","31","128","88.7","16.4","2427","88.2","86.93","54","267","373","-1.3","5.40","108","151","116","150","304","326","297"
"639",608344,"Irvin, Cole","639","100.0","0.278","0.179","0.302","0.457","0.334","0.367","0.299","45","162","85.6","15.5","1884","86.6","85.95","67","323","316","-0.6","5.81","108","151","117","148","300","323","294"
"637",641149,"Parsons, Wes","637","100.0","0.264","0.190","0.283","0.455","0.366","0.401","0.301","32","121","89.1","9.1","2342","90.4","90.50","61","281","356","0.1","6.19","108","148","113","146","308","330","302"
"635",672773,"Luciano, Elvis","635","100.0","0.275","0.176","0.317","0.450","0.364","0.351","0.254","36","131","89.7","13.7","2157","90.4","89.33","74","292","343","-1.1","5.74","108","149","119","148","305","323","297"
"634",657612,"Hill, Tim","634","100.0","0.217","0.119","0.270","0.336","0.275","0.262","0.198","31","143","87.5","2.7","2141","87.2","87.46","62","305","329","0.3","6.63","108","148","112","143","298","323","302"
"633",623364,"Wieck, Brad","633","100.0","0.214","0.237","0.267","0.450","0.314","0.318","0.221","28","131","90.7","18.3","2222","90.5","91.51","82","297","336","1.0","6.81","113","151","112","149","303","326","302"
"629",606167,"Mejía, Adalberto","629","100.0","0.268","0.179","0.322","0.447","0.351","0.388","0.288","33","123","89.7","18.9","2446","88.4","87.57","67","288","341","-0.8","5.76","109","151","116","146","294","319","291"
"617",592145,"Biddle, Jesse","617","100.0","0.339","0.185","0.389","0.524","0.411","0.411","0.321","42","124","89.9","10.3","2514","88.3","85.57","52","239","378","-2.7","5.99","107","150","113","146","299","319","293"
"616",622786,"Tinoco, Jesus","616","100.0","0.263","0.336","0.245","0.599","0.392","0.396","0.276","36","137","88.7","10.0","2287","91.1","90.35","61","272","344","-0.8","5.54","115","153","119","148","310","339","309"
"612",656887,"Reid-Foley, Sean","612","100.0","0.262","0.183","0.298","0.444","0.352","0.341","0.246","33","126","88.9","11.7","2073","88.1","89.03","68","288","324","0.9","6.75","108","154","115","150","307","326","298"
"611",446372,"Kluber, Corey","611","100.0","0.297","0.155","0.374","0.453","0.353","0.335","0.254","44","148","86.0","13.3","2351","88.0","87.67","82","289","322","-0.3","5.95","107","149","112","147","286","309","283"
"609",664045,"Eshelman, Thomas","609","100.0","0.313","0.280","0.297","0.593","0.389","0.390","0.309","47","150","90.5","16.7","1751","81.9","81.96","44","286","323","0.1","6.18","107","153","120","146","303","328","299"
"608",622075,"Almonte, Yency","608","100.0","0.279","0.236","0.305","0.514","0.359","0.380","0.290","39","140","90.7","17.4","2238","91.5","91.90","73","297","309","0.4","6.23","112","152","120","148","311","334","307"
"608",664208,"Maton, Phil","608","100.0","0.259","0.224","0.290","0.483","0.338","0.324","0.266","38","147","86.8","11.6","2673","86.7","87.69","76","308","300","1.0","6.74","116","153","119","151","302","323","299"
"602",571735,"Hale, David","602","100.0","0.264","0.149","0.298","0.412","0.297","0.270","0.243","39","148","86.1","8.6","2108","88.8","88.84","51","298","303","0.0","6.16","109","153","116","148","293","329","291"
"600",501593,"Avilán, Luis","600","100.0","0.266","0.161","0.315","0.427","0.338","0.348","0.277","33","124","84.9","8.9","2211","83.9","82.85","70","252","348","-1.0","5.51","109","152","113","145","293","314","291"
"599",518813,"Holland, Greg","599","100.0","0.198","0.167","0.244","0.365","0.296","0.296","0.196","25","126","89.3","11.0","2178","87.1","86.27","77","256","343","-0.8","5.79","112","153","117","151","302","330","304"
"595",475115,"Ross, Tyson","595","100.0","0.289","0.204","0.306","0.493","0.364","0.388","0.298","41","142","89.6","7.4","2513","87.7","86.35","43","255","340","-1.4","5.41","109","150","113","149","296","331","295"
"593",595001,"Smith, Josh A.","593","100.0","0.281","0.266","0.292","0.547","0.365","0.356","0.265","36","128","89.3","15.4","2523","86.2","86.02","77","272","321","-0.2","6.05","111","149","120","149","287","321","294"
"592",642528,"Loáisiga, Jonathan","592","100.0","0.263","0.212","0.316","0.475","0.342","0.323","0.239","31","118","89.3","13.7","2435","92.0","91.54","88","266","326","-0.5","6.07","106","152","118","148","293","319","287"
"588",621345,"Minter, A.J.","588","100.0","0.298","0.149","0.393","0.446","0.360","0.346","0.264","36","121","87.9","11.8","2273","92.4","92.05","89","293","295","-0.4","5.91","108","149","112","148","305","324","296"
"587",592858,"Wick, Rowan","587","100.0","0.183","0.050","0.259","0.233","0.244","0.279","0.195","22","120","87.8","10.0","2415","90.0","89.83","75","290","297","-0.2","6.11","111","151","110","150","296","322","296"
"586",622072,"Wood, Alex","586","100.0","0.291","0.298","0.300","0.589","0.381","0.374","0.306","41","141","89.0","13.4","2008","86.2","85.86","70","286","300","-0.3","5.99","112","153","116","145","299","313","284"
"586",621237,"Alvarado, José","586","100.0","0.254","0.105","0.360","0.360","0.328","0.325","0.234","29","114","88.6","4.8","2250","96.7","97.00","74","241","345","0.3","6.49","103","151","111","145","290","321","293"
"577",605541,"Wright Jr., Mike","577","100.0","0.336","0.229","0.392","0.565","0.396","0.363","0.299","44","131","91.0","14.8","2200","90.8","90.08","64","272","305","-0.7","5.88","111","154","121","146","292","324","294"
"577",664854,"Helsley, Ryan","577","100.0","0.245","0.187","0.282","0.432","0.304","0.294","0.237","34","139","87.7","17.8","2467","93.2","93.19","66","301","276","0.0","6.13","112","152","113","149","296","323","298"
"568",667498,"Dugger, Robert","568","100.0","0.254","0.215","0.265","0.469","0.345","0.355","0.265","33","130","89.4","15.4","2173","84.7","83.92","58","263","305","-0.8","5.82","107","151","110","147","296","327","294"
"567",623465,"Phillips, Evan","567","100.0","0.286","0.125","0.417","0.411","0.361","0.347","0.256","32","112","90.8","13.0","2230","91.0","90.13","74","244","323","-0.9","5.76","103","150","116","146","298","325","296"
"566",669160,"May, Dustin","566","100.0","0.250","0.091","0.316","0.341","0.278","0.303","0.253","33","132","86.8","8.2","2580","92.9","92.74","55","267","299","-0.2","6.14","112","157","116","146","301","318","294"
"564",543532,"Melville, Tim","564","100.0","0.274","0.258","0.269","0.532","0.364","0.367","0.276","34","124","90.0","14.7","2193","84.7","84.65","67","271","293","0.0","6.12","114","154","116","149","308","339","308"
"564",656977,"Sobotka, Chad","564","100.0","0.250","0.196","0.324","0.446","0.354","0.339","0.231","28","112","90.4","12.3","2692","91.2","90.46","92","260","304","-0.7","5.77","109","150","115","150","304","326","297"
"561",621199,"Bowman, Matt","561","100.0","0.221","0.115","0.258","0.336","0.263","0.255","0.221","27","122","85.5","6.0","1993","89.0","86.92","49","250","311","-2.1","6.02","113","153","120","145","291","311","286"
"560",543351,"Jackson, Jay","560","100.0","0.202","0.202","0.276","0.404","0.309","0.315","0.206","22","109","88.9","15.2","2400","89.5","84.19","104","268","292","-5.3","5.77","112","156","120","149","304","316","296"
"558",460283,"Blevins, Jerry","558","100.0","0.207","0.174","0.247","0.380","0.290","0.345","0.253","25","121","87.4","19.2","2289","80.2","80.14","65","243","315","-0.1","6.24","108","151","113","150","306","324","297"
"556",608334,"Fulmer, Carson","556","100.0","0.243","0.168","0.263","0.411","0.338","0.337","0.228","26","107","88.3","13.5","2352","89.8","89.46","64","267","289","-0.3","5.95","109","149","114","146","290","318","289"
"555",592791,"Taillon, Jameson","555","100.0","0.231","0.170","0.263","0.401","0.284","0.314","0.262","34","147","88.5","8.0","2408","90.5","90.46","69","286","269","0.0","6.12","108","147","112","147","298","321","299"
"555",476589,"Warren, Adam","555","100.0","0.257","0.294","0.253","0.550","0.366","0.362","0.265","28","109","87.5","8.6","2117","86.9","86.75","57","217","338","-0.1","6.03","114","152","115","149","304","325","304"
"553",621219,"Mills, Alec","553","100.0","0.231","0.164","0.299","0.396","0.311","0.340","0.248","31","134","88.4","11.1","2208","83.2","82.83","74","263","290","-0.4","5.98","111","151","118","148","295","324","294"
"551",641793,"Littell, Zack","551","100.0","0.250","0.162","0.300","0.412","0.297","0.348","0.290","34","136","90.7","13.6","2103","89.9","89.89","79","289","262","0.0","6.31","109","153","116","147","302","328","294"
"547",656725,"McRae, Alex","547","100.0","0.319","0.292","0.318","0.611","0.424","0.363","0.261","36","113","90.8","11.7","2166","89.2","81.02","50","256","291","-8.2","6.10","110","151","121","147","304","324","299"
"543",621397,"Olson, Tyler","543","100.0","0.281","0.157","0.341","0.438","0.343","0.304","0.227","34","121","84.5","11.2","2423","80.6","78.93","62","242","301","-1.7","5.14","109","150","117","148","286","311","288"
"542",622772,"Cordero, Jimmy","542","100.0","0.197","0.144","0.227","0.341","0.267","0.284","0.227","26","132","85.4","3.0","2053","94.4","95.80","82","280","261","1.4","6.91","112","150","117","147","293","322","294"
"541",613534,"Adams, Austin","541","100.0","0.179","0.152","0.286","0.330","0.271","0.265","0.174","20","112","89.6","10.3","2736","91.5","88.22","96","239","302","-3.3","5.29","110","153","112","147","300","321","294"
"540",605498,"Suárez, Andrew","540","100.0","0.302","0.256","0.317","0.558","0.374","0.364","0.275","39","129","89.8","9.4","2051","89.1","86.99","45","261","279","-2.1","5.03","109","149","112","147","297","327","300"
"539",623470,"Newberry, Jake","539","100.0","0.248","0.265","0.262","0.513","0.345","0.347","0.239","29","117","91.0","17.9","2375","89.0","88.19","68","247","292","-0.8","5.65","112","150","120","141","301","327","303"
"536",657097,"Webb, Jacob","536","100.0","0.205","0.171","0.235","0.376","0.284","0.283","0.209","24","117","88.5","18.0","2447","89.4","88.75","71","271","265","-0.6","5.79","108","151","113","150","306","325","295"
"533",643617,"Reininger, Zac","533","100.0","0.361","0.426","0.344","0.787","0.481","0.440","0.332","44","122","91.0","14.5","2331","89.4","89.05","41","232","301","-0.3","6.01","110","150","118","148","297","330","292"
"525",605501,"Tarpley, Stephen","525","100.0","0.330","0.233","0.444","0.563","0.413","0.316","0.238","34","103","89.5","12.1","2195","86.9","86.18","70","217","308","-0.7","5.83","107","152","119","149","292","321","288"
"522",621385,"Stumpf, Daniel","522","100.0","0.302","0.198","0.349","0.500","0.362","0.329","0.250","35","116","90.6","16.6","2259","87.4","86.36","58","233","289","-1.0","5.62","109","148","113","147","296","329","295"
"521",621389,"Blach, Ty","521","100.0","0.377","0.295","0.404","0.672","0.463","0.407","0.321","46","122","90.2","15.2","2125","85.9","83.46","37","230","291","-2.4","4.87","106","150","117","148","296","326","293"
"521",673258,"Baez, Michel","521","100.0","0.223","0.143","0.268","0.366","0.295","0.300","0.226","25","112","87.7","16.9","2137","91.6","90.76","61","254","267","-0.8","5.80","112","149","116","148","300","324","304"
"519",623913,"Wang, Wei-Chung","519","100.0","0.239","0.150","0.250","0.389","0.309","0.321","0.236","27","113","87.1","17.1","2200","87.1","86.15","47","234","284","-0.9","5.63","108","148","119","148","299","324","299"
"519",664856,"Adams, Chance","519","100.0","0.351","0.297","0.395","0.649","0.440","0.355","0.265","39","111","89.9","15.6","2555","87.6","87.54","43","237","282","-0.1","6.14","108","154","122","150","292","320","288"
"514",605525,"Wendelken, J.B.","514","100.0","0.178","0.119","0.229","0.297","0.230","0.227","0.171","21","118","86.0","17.3","2274","90.3","89.50","67","247","267","-0.8","5.88","108","148","120","151","297","321","295"
"513",543169,"Flynn, Brian","513","100.0","0.333","0.132","0.391","0.465","0.379","0.374","0.309","38","114","90.2","11.3","2265","87.0","87.60","44","223","290","0.6","6.43","111","148","115","143","294","317","298"
"507",641853,"McKay, David","507","100.0","0.206","0.144","0.283","0.351","0.299","0.306","0.217","20","97","89.5","21.2","2639","88.0","87.64","50","224","283","-0.4","6.17","112","149","122","147","298","327","292"
"504",605309,"Kela, Keone","504","100.0","0.178","0.168","0.225","0.346","0.262","0.280","0.203","19","107","88.8","19.1","2304","89.7","90.24","59","222","282","0.5","6.43","112","150","116","148","305","322","300"
"501",664180,"Hall, Matt","501","100.0","0.289","0.175","0.364","0.464","0.364","0.349","0.254","28","97","88.0","10.2","2470","86.4","85.88","49","191","310","-0.5","5.88","108","150","119","147","296","325","290"
"497",456051,"Noesí, Hector","497","100.0","0.280","0.308","0.299","0.589","0.390","0.342","0.243","30","107","90.3","21.1","2194","88.7","87.91","66","250","247","-0.8","5.74","109","153","114","148","301","326","290"
"492",626929,"Thorpe, Lewis","492","100.0","0.336","0.195","0.438","0.531","0.384","0.327","0.269","38","113","89.0","16.3","2034","86.0","87.33","65","237","255","1.3","6.91","105","150","112","143","304","326","293"
"491",605260,"Guerrieri, Taylor","491","100.0","0.263","0.192","0.333","0.455","0.372","0.328","0.215","26","99","89.4","5.1","2492","87.2","85.27","38","199","292","-1.9","5.35","109","151","120","146","295","320","300"
"491",592102,"Allen, Cody","491","100.0","0.255","0.372","0.263","0.628","0.409","0.418","0.262","24","94","94.3","24.9","2494","87.8","87.32","52","194","297","-0.5","6.05","112","150","115","149","294","318","293"
"489",597113,"Johnson, DJ","489","100.0","0.247","0.108","0.319","0.355","0.328","0.338","0.235","23","93","88.8","10.5","2430","89.3","88.70","58","225","264","-0.6","5.80","112","149","118","146","309","329","305"
"487",502202,"Boxberger, Brad","487","100.0","0.243","0.155","0.297","0.398","0.326","0.316","0.227","25","103","85.9","15.3","1923","85.3","84.27","64","221","266","-1.0","5.53","111","150","123","138","301","326","305"
"486",592779,"Stewart, Brock","486","100.0","0.339","0.394","0.313","0.734","0.444","0.378","0.276","37","109","89.5","15.9","2289","87.8","87.70","46","227","259","-0.1","6.28","109","152","115","149","302","324","295"
"481",595918,"Cole, A.J.","481","100.0","0.290","0.196","0.360","0.486","0.341","0.277","0.227","31","107","86.2","20.8","2383","88.3","88.60","76","252","228","0.3","6.37","110","150","115","148","290","312","289"
"478",573668,"Minaya, Juan","478","100.0","0.277","0.223","0.333","0.500","0.361","0.309","0.234","31","112","89.6","21.0","2142","90.7","91.28","52","233","245","0.6","6.54","112","148","117","148","296","324","301"
"476",656271,"Burke, Brock","476","100.0","0.286","0.229","0.279","0.514","0.367","0.347","0.265","30","105","86.2","7.8","2172","88.1","89.20","28","214","262","1.1","6.90","104","154","114","147","296","326","296"
"467",592233,"Crichton, Stefan","467","100.0","0.204","0.106","0.260","0.310","0.250","0.314","0.254","23","113","87.7","9.0","2203","88.1","87.32","52","214","253","-0.8","5.87","111","153","121","151","303","326","302"
"464",622554,"Domínguez, Seranthony","464","100.0","0.250","0.135","0.328","0.385","0.316","0.276","0.207","24","96","84.7","5.6","2357","94.4","94.13","67","219","245","-0.3","6.03","110","152","118","150","300","323","295"
"464",606162,"Ramírez, Yefry","464","100.0","0.309","0.206","0.382","0.515","0.396","0.330","0.238","30","97","88.1","8.6","2290","89.9","89.89","56","201","263","0.0","6.15","110","151","123","148","302","325","298"
"463",605388,"Morgan, Adam","463","100.0","0.187","0.159","0.216","0.346","0.267","0.264","0.189","20","107","88.0","14.7","2478","84.3","82.94","77","233","230","-1.4","5.37","109","151","116","150","297","322","292"
"463",656945,"Scott, Tanner","463","100.0","0.277","0.168","0.400","0.446","0.363","0.314","0.217","28","101","91.5","6.3","2474","92.9","92.42","72","213","250","-0.5","5.91","108","151","118","147","294","323","297"
"461",642067,"Shawaryn, Mike","461","100.0","0.310","0.250","0.412","0.560","0.414","0.335","0.203","26","84","90.7","22.2","2288","87.2","87.14","74","212","249","-0.1","6.16","109","149","120","148","283","321","294"
"461",519166,"Ramírez, Neil","461","100.0","0.274","0.284","0.288","0.558","0.380","0.358","0.251","26","95","88.2","28.1","2450","89.4","89.49","67","225","236","0.1","6.28","109","151","116","147","294","314","288"
"460",571917,"Markel, Parker","460","100.0","0.289","0.278","0.333","0.567","0.410","0.373","0.263","26","90","89.7","17.1","2536","89.1","88.24","51","188","272","-0.9","5.77","111","150","123","147","301","325","298"
"459",606160,"Montero, Rafael","459","100.0","0.217","0.189","0.269","0.406","0.283","0.311","0.233","23","106","87.3","13.7","2193","92.0","91.49","64","215","244","-0.5","5.93","111","155","118","149","294","325","301"
"458",622103,"Reyes, Gerardo","458","100.0","0.240","0.170","0.344","0.410","0.312","0.268","0.184","24","100","89.3","16.3","2410","94.5","92.72","83","237","221","-1.8","5.17","117","151","117","150","306","331","311"
"454",656322,"Coonrod, Sam","454","100.0","0.202","0.117","0.225","0.319","0.294","0.294","0.183","19","94","87.8","11.3","2286","93.4","91.96","48","208","246","-1.4","5.59","111","152","117","147","299","330","300"
"454",663855,"Hicks, Jordan","454","100.0","0.163","0.092","0.215","0.255","0.231","0.220","0.147","16","98","87.0","-1.6","2140","95.7","95.33","57","189","265","-0.4","6.06","111","148","111","148","299","321","300"
"453",641571,"Fillmyer, Heath","453","100.0","0.308","0.253","0.301","0.560","0.394","0.381","0.286","28","91","92.4","14.4","2170","88.0","87.48","37","192","261","-0.5","5.88","109","151","120","140","304","328","300"
"450",663531,"Allen, Logan","450","100.0","0.330","0.220","0.360","0.550","0.401","0.407","0.326","36","109","92.2","3.4","1941","87.1","86.55","46","216","234","-0.6","6.03","111","152","114","148","306","326","301"
"444",640455,"Manaea, Sean","444","100.0","0.160","0.120","0.194","0.280","0.224","0.281","0.215","16","100","88.0","16.4","1891","86.2","86.46","60","212","232","0.3","6.50","111","150","122","151","300","325","296"
"438",664871,"Dowdy, Kyle","438","100.0","0.295","0.182","0.319","0.477","0.377","0.393","0.296","26","88","90.6","9.5","2111","91.2","91.77","40","185","253","0.6","6.55","106","150","113","148","297","322","301"
"435",622092,"Zimmer, Kyle","435","100.0","0.337","0.193","0.413","0.530","0.422","0.391","0.291","28","83","85.4","11.4","2193","91.7","91.45","53","200","235","-0.2","5.97","108","150","120","142","303","325","300"
"428",542881,"Anderson, Tyler","428","100.0","0.363","0.374","0.403","0.736","0.464","0.419","0.316","33","91","88.9","11.6","2303","86.3","86.06","51","214","214","-0.2","5.87","109","152","115","145","314","332","307"
"427",677976,"Dobnak, Randy","427","100.0","0.245","0.055","0.302","0.300","0.264","0.293","0.254","27","110","88.6","6.0","2043","89.4","88.44","60","224","203","-1.0","5.60","106","148","111","144","300","329","298"
"425",572143,"Smith, Burch","425","100.0","0.289","0.178","0.343","0.467","0.361","0.336","0.247","26","90","88.5","16.9","2233","88.0","88.62","52","215","210","0.6","6.57","109","154","118","148","300","321","295"
"424",592712,"Sadzeck, Connor","424","100.0","0.200","0.144","0.250","0.344","0.296","0.316","0.209","18","90","88.6","13.7","2270","92.7","92.30","47","189","235","-0.4","6.09","113","153","117","147","294","320","296"
"422",664196,"Anderson, Tanner","422","100.0","0.309","0.144","0.347","0.454","0.342","0.359","0.286","30","97","88.6","8.1","2228","90.6","89.84","33","200","222","-0.8","5.77","110","146","119","150","304","327","299"
"418",533167,"Shoemaker, Matt","418","100.0","0.163","0.143","0.183","0.306","0.238","0.342","0.250","16","98","89.2","12.9","1790","86.6","85.90","59","207","211","-0.7","5.93","111","151","118","149","295","316","291"
"417",622797,"Payano, Pedro","417","100.0","0.302","0.186","0.348","0.488","0.386","0.395","0.316","26","86","87.4","10.7","2373","87.8","87.32","47","178","239","-0.5","5.90","108","155","121","146","291","321","300"
"416",662253,"Muñoz, Andrés","416","100.0","0.188","0.141","0.264","0.329","0.268","0.295","0.210","16","85","88.0","14.6","2296","95.5","95.87","66","208","208","0.4","6.35","117","152","119","148","302","326","305"
"416",519096,"Otero, Dan","416","100.0","0.331","0.197","0.343","0.528","0.368","0.347","0.296","42","127","89.2","4.2","1916","86.3","86.92","26","203","213","0.6","6.56","109","153","120","147","289","312","286"
"414",543193,"Gagnon, Drew","414","100.0","0.315","0.361","0.288","0.676","0.425","0.361","0.261","34","108","87.8","16.6","2046","87.3","84.42","50","210","204","-2.9","6.28","115","153","116","148","304","322","294"
"412",657228,"Jewell, Jake","412","100.0","0.275","0.284","0.278","0.559","0.371","0.353","0.266","28","102","89.5","0.8","2151","90.1","90.02","57","200","212","-0.1","6.17","114","152","119","145","296","318","292"
"408",519076,"Nelson, Jimmy","408","100.0","0.291","0.256","0.375","0.547","0.403","0.389","0.286","25","86","87.1","11.8","2557","88.7","88.64","42","151","257","-0.1","6.20","111","156","115","150","302","320","293"
"408",435043,"Duke, Zach","408","100.0","0.250","0.202","0.270","0.452","0.360","0.349","0.252","21","84","88.9","7.4","2197","84.4","83.37","36","164","244","-1.0","5.67","115","153","120","145","287","313","288"
"408",462136,"Estrada, Marco","408","100.0","0.242","0.295","0.208","0.537","0.354","0.280","0.180","23","95","86.9","29.8","2218","82.8","81.08","32","187","221","-1.7","5.24","103","148","120","150","301","320","295"
"408",607188,"Faria, Jake","408","100.0","0.346","0.272","0.397","0.617","0.433","0.373","0.270","28","81","88.2","11.2","1832","89.4","88.87","54","189","219","-0.5","5.88","110","159","117","151","299","322","299"
"407",670036,"Festa, Matthew","407","100.0","0.241","0.289","0.254","0.530","0.355","0.339","0.231","20","83","88.2","15.7","2357","89.2","88.86","43","183","224","-0.3","5.91","111","152","113","145","296","313","288"
"407",656354,"Davis, Austin","407","100.0","0.272","0.259","0.314","0.531","0.389","0.370","0.263","22","81","87.9","12.5","2432","89.6","89.13","48","192","215","-0.5","6.00","107","151","120","148","300","324","294"
"405",572096,"Rosenthal, Trevor","405","100.0","0.208","0.019","0.297","0.226","0.366","0.407","0.235","11","53","86.6","10.9","2298","95.2","94.50","44","150","255","-0.7","5.76","109","144","113","145","301","318","296"
"404",643615,"Zeuch, T.J.","404","100.0","0.250","0.148","0.303","0.398","0.316","0.380","0.302","22","88","90.1","8.9","2072","87.1","86.96","40","179","225","-0.1","6.18","109","158","119","151","305","333","299"
"402",573127,"Rosscup, Zac","402","100.0","0.293","0.133","0.426","0.427","0.377","0.306","0.200","22","75","85.3","3.3","2288","88.7","89.00","70","165","237","0.3","6.51","107","152","115","146","291","321","299"
"397",592094,"Adam, Jason","397","100.0","0.200","0.093","0.237","0.293","0.265","0.270","0.188","15","75","85.6","24.2","2480","89.3","89.02","49","178","219","-0.3","6.13","110","158","118","149","308","330","299"
"396",641341,"Bashlor, Tyler","396","100.0","0.250","0.238","0.254","0.488","0.357","0.330","0.218","21","84","89.9","20.5","2436","91.2","87.45","44","175","220","-3.7","6.00","114","150","114","146","298","315","295"
"396",656464,"Ginkel, Kevin","396","100.0","0.174","0.105","0.232","0.279","0.236","0.268","0.205","15","86","88.2","15.8","2130","88.9","89.28","61","189","207","0.4","6.40","110","151","119","150","304","323","301"
"395",607215,"Skoglund, Eric","395","100.0","0.337","0.281","0.305","0.618","0.414","0.450","0.346","30","89","91.3","17.0","2004","86.2","86.64","23","191","204","0.4","6.42","109","149","120","144","307","330","301"
"395",664042,"Lakins Sr., Travis","395","100.0","0.258","0.146","0.306","0.404","0.311","0.325","0.251","23","89","89.2","9.5","2401","89.9","88.73","44","176","219","-1.2","5.49","111","151","119","149","282","321","293"
"392",518886,"Kimbrel, Craig","392","100.0","0.259","0.395","0.279","0.654","0.410","0.386","0.257","21","81","92.1","17.6","2393","92.8","92.69","61","187","205","-0.1","6.17","115","152","111","153","295","322","302"
"391",519326,"Strickland, Hunter","391","100.0","0.237","0.258","0.229","0.495","0.336","0.340","0.248","22","93","87.8","18.4","2453","91.9","90.82","50","197","194","-1.1","5.68","116","151","115","148","300","313","296"
"390",592815,"Tuivailala, Sam","390","100.0","0.163","0.100","0.226","0.263","0.250","0.287","0.197","13","80","87.7","20.5","2146","89.5","88.64","46","168","222","-0.9","5.76","106","157","118","147","297","319","291"
"387",664126,"Fairbanks, Pete","387","100.0","0.281","0.247","0.357","0.528","0.368","0.349","0.277","25","89","91.2","10.2","2313","93.2","93.65","62","182","205","0.4","6.42","108","158","116","148","296","325","301"
"384",640464,"Stewart, Kohl","384","100.0","0.290","0.230","0.282","0.520","0.363","0.381","0.313","29","100","90.5","7.5","2269","87.8","87.69","35","176","207","-0.1","6.06","109","153","115","145","295","326","292"
"384",542953,"Boshers, Buddy","384","100.0","0.253","0.177","0.340","0.430","0.333","0.278","0.205","20","79","87.7","15.8","2347","85.5","83.61","35","157","227","-1.9","5.09","108","155","117","148","301","325","296"
"383",607572,"Howard, Sam","383","100.0","0.276","0.237","0.333","0.513","0.379","0.331","0.243","21","76","87.9","16.2","2341","88.4","87.29","61","187","196","-1.1","5.37","111","151","119","147","304","326","305"
"382",592804,"Thornburg, Tyler","382","100.0","0.280","0.320","0.347","0.600","0.399","0.378","0.242","21","75","92.4","20.4","2414","88.1","87.36","36","172","210","-0.7","5.93","114","151","118","148","284","322","290"
"375",664157,"Bergen, Travis","375","100.0","0.240","0.253","0.264","0.493","0.336","0.393","0.301","18","75","90.9","15.5","2255","87.0","86.30","27","157","218","-0.7","5.80","109","148","115","146","296","323","288"
"375",663992,"Lovelady, Richard","375","100.0","0.353","0.188","0.418","0.541","0.393","0.277","0.233","30","85","86.6","7.8","2363","91.1","92.63","31","176","199","1.5","6.96","111","150","119","140","298","323","304"
"373",493200,"Oh, Seunghwan","373","100.0","0.354","0.232","0.383","0.585","0.411","0.400","0.329","29","82","89.4","12.6","2218","84.8","83.83","54","194","179","-1.0","5.60","112","153","117","147","313","335","307"
"372",656686,"Martin, Corbin","372","100.0","0.288","0.363","0.283","0.650","0.419","0.355","0.257","23","80","90.3","13.4","2423","91.7","90.80","35","147","225","-0.9","5.71","112","152","119","153","286","316","303"
"372",650893,"Cabrera, Génesis","372","100.0","0.274","0.119","0.328","0.393","0.332","0.329","0.248","23","84","87.7","15.4","2236","91.9","90.98","30","170","202","-0.9","5.65","108","149","110","147","299","322","294"
